date,open,high,low,close,volume
2026-03-17,197.13,197.54,192.64,194.55,8438618.585912
2026-03-18,194.38,200.395,192.76,194.9,9214414.635378
2026-03-19,194.85,196.46,190.0,193.755,9687520.874606
2026-03-20,193.89,196.65,193.51,195.81,6320039.082653
2026-03-22,195.0,200.0,192.0,192.19,5777079.967993999
2026-03-23,192.37,195.99,183.12,183.42,12304665.055181
2026-03-24,183.195,187.385,179.85,180.81,13525309.603029
2026-03-25,180.78,187.47,179.53,184.83,10560286.569525
2026-03-26,184.86,186.49,179.1335,180.62,7831177.681848001
2026-03-27,180.56,181.27,178.65,178.65,4820883.837767
2026-03-29,178.99,185.1599,177.99,185.08,3870988.356426
2026-03-30,185.13,187.76,182.31,186.15,9146868.722172
2026-03-31,186.12,188.98,183.01,186.76,11227890.771467999
2026-04-01,186.7,187.58,181.575,186.06,10276513.642155003
2026-04-02,186.04,187.33,185.36,186.7,4201201.5412840005
2026-04-05,186.32,188.14,183.6001,185.265,3831627.4435960003
2026-04-06,185.29,186.58,182.017,183.705,11732109.494348
2026-04-07,183.515,187.87,181.53,183.23,13113000.678278
2026-04-08,183.27,183.89,167.12,168.7,15565280.542583
2026-04-09,168.74,171.5146,163.9,164.43,20140070.416668
2026-04-10,164.48,166.0,163.52,164.75,8163697.134014999
2026-04-12,164.58,172.61,162.52,172.11,6020273.640125001
2026-04-13,172.055,177.5,171.8,173.49,9398560.219746
2026-04-14,173.5,177.55,170.5,177.15,12259357.955397999
2026-04-15,177.14,184.55,176.62,180.51,12355093.006737001
2026-04-16,180.53,187.98,179.65,184.18,13165226.019732
2026-04-17,184.2,184.83,181.03,182.58,6850137.194568
2026-04-19,182.49,189.0,179.99,185.5,5660937.945483
2026-04-20,185.55,193.56,184.1001,189.975,11567604.674205
2026-04-21,189.99,191.4,186.76,190.345,9889313.482762
2026-04-22,190.41,191.15,172.18,173.26,19427405.399274997
2026-04-23,173.29,177.73,170.65,175.4,14067651.836347999
